Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/19  24:00:00,207.5469199,33.3611701602,91.5587400699,0.0,25.5240853573,30.610668775,111.564322869,0.0262285240388,3.33212,108.205974345
 09/20  01:00:00,149.967451101,30.9401245581,44.7825258838,0.0,19.418418834,29.3649097162,84.1525828083,0.319271767238,3.33212,80.5011910411
 09/20  02:00:00,189.058671152,33.3611701602,88.8067017289,0.0,12.7620426787,28.1191506574,86.6411768828,2.7987241971,3.33212,80.5103326857
 09/20  03:00:00,181.997983891,33.3611701602,82.0013549692,0.0,12.7620426787,28.1191506574,93.2277771981,9.38162067543,3.33212,80.5140365227
 09/20  04:00:00,179.150513941,33.3611701602,72.7189091137,0.0,12.7620426787,28.1191506574,125.046410561,13.4775363595,3.33212,108.236754201
 09/20  05:00:00,214.261056365,32.9576625599,80.642499508,0.0,25.5240853573,30.610668775,206.394278628,11.0555823981,8.3303,187.008396229
 09/20  06:00:00,347.050574846,34.1681853609,114.208346214,0.0,51.0481707146,78.1489452969,347.982976583,11.2663427476,16.6606,320.056033835
 09/20  07:00:00,419.492792774,35.8192514685,139.053296501,0.0,64.3609230253,109.708623606,464.945582042,18.6772882716,24.9909,421.277393771
 09/20  08:00:00,348.284470252,35.7822157624,116.100702316,0.0,51.0481707146,80.7689615957,383.708424791,17.7155876636,33.3212,332.671637128
 09/20  09:00:00,333.363303747,36.3631464105,128.592979677,0.0,51.0481707146,71.0224615957,326.141644955,11.9598430622,66.8089,247.372901893
 09/20  10:00:00,290.000943961,36.4490386047,133.4667433,0.0,32.1804615127,65.7244621605,290.226213372,9.71217895538,83.4695,197.044534416
 09/20  11:00:00,275.278715795,36.5007206872,117.980121707,0.0,32.1804615127,65.7244621605,246.695595025,10.3053708444,83.4695,152.920724181
 09/20  12:00:00,289.175718841,36.5388193259,132.251804241,0.0,32.1804615127,65.7244621605,238.524166699,8.97830570509,83.4695,146.076360994
 09/20  13:00:00,290.674374145,36.572354464,142.961677078,0.0,32.1804615127,55.9779621605,225.72213483,4.68528235536,75.1392,145.897652475
 09/20  14:00:00,290.872665035,36.6018989052,142.599652933,0.0,32.1804615127,55.9779621605,208.744446035,2.61657534209,66.8089,139.318970693
 09/20  15:00:00,291.807499158,36.629650866,143.159246397,0.0,32.1804615127,55.9779621605,222.964706728,2.34525626154,75.1392,145.480250466
 09/20  16:00:00,322.086344521,36.3348070658,144.648011986,0.0,32.1804615127,60.9114621605,200.842597996,0.588780385692,91.7998,108.45401761
 09/20  17:00:00,357.019821394,35.8246404428,145.519155585,0.0,32.1804615127,77.5397301883,220.633749935,2.89980888567,49.9818,167.75214105
 09/20  18:00:00,408.814836039,35.8747393424,143.347598272,0.0,77.122965704,86.2600435998,349.90693483,4.62298538304,49.9818,295.302149447
 09/20  19:00:00,424.763028169,35.8144467684,143.410076172,0.0,102.647051061,80.1663183927,254.029749907,4.21202810558,33.3212,216.496521801
 09/20  20:00:00,456.777256355,35.8065337272,141.835549888,0.0,115.40909374,92.7192997104,253.59556713,4.29600280549,33.3212,215.978364324
 09/20  21:00:00,431.319864795,35.8720082484,139.879148205,0.0,102.647051061,94.1340635361,351.09064734,5.1656943245,24.9909,320.934053016
 09/20  22:00:00,366.135653389,35.9608790061,141.230431565,0.0,77.122965704,65.871452062,268.301936242,7.41671791362,16.6606,244.224618329
 09/20  23:00:00,293.623775587,35.9231324558,137.163118517,0.0,38.286128036,48.4199368926,154.064768154,10.8852368625,8.3303,134.849231292
 09/20  24:00:00,164.366628107,31.7471397588,50.7983547811,0.0,25.5240853573,30.610668775,113.217405421,5.34469929874,3.33212,104.540586122
 09/21  01:00:00,173.981169033,32.5541549595,66.8526304125,0.0,19.418418834,29.3649097162,90.3512272637,5.29537037987,3.33212,81.7237368838
 09/21  02:00:00,171.114707717,32.5541549595,71.9337707665,0.0,12.7620426787,28.1191506574,94.0784927752,5.24208630522,3.33212,85.50428647
 09/21  03:00:00,146.92793779,31.7471397588,48.844342661,0.0,12.7620426787,28.1191506574,91.3760636874,7.52073770319,3.33212,80.5232059843
 09/21  04:00:00,185.532434967,33.3611701602,78.9965630777,0.0,12.7620426787,28.1191506574,122.898150804,11.293969554,3.33212,108.27206125
 09/21  05:00:00,211.47740256,33.3611701602,77.4424164498,0.0,25.5240853573,30.610668775,205.017817434,15.4349886566,8.3303,181.252528777
 09/21  06:00:00,340.457667686,34.6523944814,107.255064583,0.0,51.0481707146,78.1489452969,358.093720542,19.5532701399,16.6606,321.879850402
 09/21  07:00:00,416.857304976,35.8059014021,136.495919045,0.0,64.3609230253,109.708623606,479.576887132,26.1734588647,24.9909,428.412528267
 09/21  08:00:00,335.475832132,35.7859468265,103.380514883,0.0,51.0481707146,80.7689615957,390.571722842,25.9247450083,33.3212,331.325777834
 09/21  09:00:00,293.260647801,36.3583946237,88.9435754242,0.0,51.0481707146,71.0224615957,342.15628178,26.2375945974,66.8089,249.109787182
 09/21  10:00:00,234.750776655,36.4486161844,79.1487363518,0.0,32.1804615127,65.7244621605,307.600184647,26.9697948178,83.4695,197.160889829
 09/21  11:00:00,230.390177327,36.5009682016,74.1153827282,0.0,32.1804615127,65.7244621605,262.187107518,27.4617226497,83.4695,151.255884868
 09/21  12:00:00,251.772537008,36.5416092347,95.9633393808,0.0,32.1804615127,65.7244621605,255.37063081,24.0572740416,83.4695,147.843856768
 09/21  13:00:00,258.961419685,36.5755775582,112.416845499,0.0,32.1804615127,55.9779621605,237.618327414,16.5283838865,75.1392,145.950743527
 09/21  14:00:00,248.083152579,36.6040779182,101.334027903,0.0,32.1804615127,55.9779621605,221.561723063,13.4596174085,66.8089,141.293205654
 09/21  15:00:00,232.209485689,36.6314352388,85.6075410794,0.0,32.1804615127,55.9779621605,234.739801299,15.9910290895,75.1392,143.60957221
 09/21  16:00:00,247.847856335,36.3323298304,72.5368316845,0.0,32.1804615127,60.9114621605,224.154964914,18.3482222087,91.7998,114.006942705
 09/21  17:00:00,264.150859663,35.7964520928,54.6761393557,0.0,32.1804615127,77.5397301883,241.023776475,27.7399781147,49.9818,163.30199836
 09/21  18:00:00,340.903524369,35.8407577409,77.4501882229,0.0,77.122965704,86.2600435998,378.843095941,34.9004909609,49.9818,293.96080498
 09/21  19:00:00,372.664575514,35.7859202693,90.4594418156,0.0,102.647051061,80.1663183927,298.256289753,43.619528927,33.3212,221.315560826
 09/21  20:00:00,418.06273142,35.7822157624,104.906763025,0.0,115.40909374,92.7192997104,303.482336939,51.558426979,33.3212,218.60270996
 09/21  21:00:00,407.679538988,35.7986442488,118.084344535,0.0,102.647051061,94.1340635361,404.579844081,58.8187973207,24.9909,320.77014676
 09/21  22:00:00,316.040117717,35.8354549299,93.0115244619,0.0,77.122965704,65.871452062,327.37670755,67.1171533821,16.6606,243.598954168
 09/21  23:00:00,223.217511801,35.8182212747,68.3437108633,0.0,38.286128036,48.4199368926,215.368771607,74.8256195562,8.3303,132.212852051
 09/21  24:00:00,169.732012875,30.9401245581,57.1610768135,0.0,25.5240853573,30.610668775,176.285845535,64.6799947263,3.33212,108.273730809
 09/22  01:00:00,155.864353425,30.9401245581,50.6696995427,0.0,19.418418834,29.3649097162,140.892735381,57.0354184365,3.33212,80.525196944
 09/22  02:00:00,147.654042509,30.9401245581,50.3718961912,0.0,12.7620426787,28.1191506574,133.728769253,49.8669640857,3.33212,80.5296851673
 09/22  03:00:00,147.044736505,32.5541549595,48.1539579691,0.0,12.7620426787,28.1191506574,128.398183029,44.5284441118,3.33212,80.5376189168
 09/22  04:00:00,153.486533465,31.7471397588,48.1808386805,0.0,12.7620426787,28.1191506574,154.039380502,42.3990390286,3.33212,108.308221474
 09/22  05:00:00,191.38427977,33.3611701602,56.8613690453,0.0,25.5240853573,30.610668775,232.565356153,36.6816277523,8.3303,187.553428401
 09/22  06:00:00,321.108463144,34.0067823208,88.0385736052,0.0,51.0481707146,78.1489452969,369.508995981,32.2216690574,16.6606,320.626726923
 09/22  07:00:00,395.071140398,35.7919336781,113.897588791,0.0,64.3609230253,109.708623606,516.025918864,58.9534339632,24.9909,432.081584901
 09/22  08:00:00,319.298543409,35.7822157624,86.5164002989,0.0,51.0481707146,80.7689615957,436.58286859,75.1977138921,33.3212,328.063954698
 09/22  09:00:00,281.829328236,36.3621574803,77.4958247842,0.0,51.0481707146,71.0224615957,396.255233001,76.8815459513,66.8089,252.56478705
 09/22  10:00:00,223.242332758,36.4520025467,67.6904319844,0.0,32.1804615127,65.7244621605,343.080906206,62.3379237099,83.4695,197.273482496
 09/22  11:00:00,220.831788884,36.5040329945,64.6368939101,0.0,32.1804615127,65.7244621605,292.24264795,55.7354300171,83.4695,153.037717933
 09/22  12:00:00,237.380465203,36.545101667,81.8362950066,0.0,32.1804615127,65.7244621605,267.032986135,37.3781488191,83.4695,146.185337316
 09/22  13:00:00,221.598781835,36.5793658173,75.7546246255,0.0,32.1804615127,55.9779621605,264.153353719,42.9987038001,75.1392,146.015449919
 09/22  14:00:00,230.97852633,36.6074065013,85.0739052385,0.0,32.1804615127,55.9779621605,251.373526471,38.7349897458,66.8089,145.829636725
 09/22  15:00:00,258.817258535,36.6395588176,112.709478137,0.0,32.1804615127,55.9779621605,242.691737639,23.668082738,75.1392,143.884454901
 09/22  16:00:00,267.160386065,36.3429654544,92.1022317026,0.0,32.1804615127,60.9114621605,224.863344679,22.6636735228,91.7998,110.399871156
 09/22  17:00:00,292.747255568,35.8004931229,83.2741939267,0.0,32.1804615127,77.5397301883,241.6175406,29.1468260909,49.9818,162.488914509
 09/22  18:00:00,368.272581969,35.8445365649,104.68031656,0.0,77.122965704,86.2600435998,391.312915578,46.9781570945,49.9818,294.352958483
 09/22  19:00:00,383.100654568,35.7861705701,101.201650491,0.0,102.647051061,80.1663183927,322.007150788,64.7528587239,33.3212,223.933092064
 09/22  20:00:00,418.998283262,35.7822157624,106.040772048,0.0,115.40909374,92.7192997104,349.123236704,99.5837931861,33.3212,216.218243518
 09/22  21:00:00,408.133505077,35.7932844381,118.553960045,0.0,102.647051061,94.1340635361,467.945877436,121.288424146,24.9909,321.66655329
 09/22  22:00:00,317.742284265,35.8319069475,94.4012468562,0.0,77.122965704,65.871452062,395.167841721,133.928876473,16.6606,244.578365248
 09/22  23:00:00,221.409457691,35.8063490298,66.1751808521,0.0,38.286128036,48.4199368926,301.392505708,155.360366915,8.3303,137.701838793
 09/22  24:00:00,167.247043309,30.9401245581,54.5485724055,0.0,25.5240853573,30.610668775,192.299259289,80.6588241662,3.33212,108.308315123
 09/23  01:00:00,163.195805886,30.9401245581,48.281696905,0.0,27.7269238854,30.610668775,151.059375979,67.1841267786,3.33212,80.5431292004
 09/23  02:00:00,141.013205172,30.9401245581,43.5910656079,0.0,12.7620426787,28.1191506574,140.211389635,56.3350693827,3.33212,80.5442002525
 09/23  03:00:00,138.488435521,30.9401245581,41.062402216,0.0,12.7620426787,28.1191506574,131.155107872,47.2761136522,3.33212,80.5468742201
 09/23  04:00:00,145.740801913,30.9401245581,41.7170194657,0.0,12.7620426787,28.1191506574,152.063720817,40.3994738618,3.33212,108.332126955
 09/23  05:00:00,159.664328059,30.9401245581,43.393218967,0.0,12.7620426787,28.1191506574,180.271133285,34.1837934063,8.3303,137.757039878
